회차	댓글
47	와 작가양반 사랑합니다
47	기분좋게 끝나서 좋은데요 부제였던 '귀향'이 '파블로프의 개'가 된것을봤을때 바뀐형석이도 이태성에게 이렇다할 성과를 거두지못하고 돌아올것같네요 무의식하고 내면세계는 기존 형석이와 공유하니까요아마도 두번째 몸의 특성상 맞고오진 않을테고 재열이가 뒤에서 은밀하게 도와주는 방식이 될 것 같습니다
47	제목이 바뀐거 같군 기분탓인가?
47	잠깐만 국정교과서 한번만 봐주세요 서명운동합시다...역사를잊은민족에게미래는없어요ㅠㅠ http://bbs3.agora.media.daum.net/gaia/do/mobile/petition/read?articleStatus=S&cPageIndex=1&bbsId=P001&cSortKey=depth&articleId=174780
47	나왔다
47	제발 좀 이태성 좀 반죽이고 와라 거기까지 가면
47	개로빠뀌었데.. 아 저런걸 배댓보내주다니 암걸린다..
47	여기서 재열이를 잘봐야됩니다. 재열이는 부모님이 있는데도 떨어져살아 많이 외로울꺼인데 낯을 가리는 성격 때문인지 친구들하고 친하게 지내지못합니다. 근데 저번에 이진성과 박형석이 싸우기전 "부모님 이야기까지 하지말자"라고 하고 그 뒤로 쭉 본뒤 저 애가 진짜 친구구나 하고 많이 다가간 것이죠. 그리고 추석때 못 만난다는 서러움과 외로움을 풀려고 부산행 티켓을 샀지만 이것도 역시 형석이와 같이 외로움을 달래고 싶어서 형석이를 따라간것입니다....힘들게 써도 많이 늦으니까 묻히겠죠...ㅠ
48	재열이..진짜 사랑한다..
48	멋있어.♥
48	이야 사람들 이거볼라고 겁나 대기타는구낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
48	우어ㅓ 재열이 사랑..
48	아..재열이 제발 이겨라..
48	아... 재열이 멋있다
48	재열이 바지 졸귀...
48	뭐그냥 이쯤되면 업뎃당근되어있겠지 하고 들어오는거 아니냐? 새삼스럽게 우리작가님짱
48	재열이 좋다
48	왜 아무도 그 괴물을 언급하지않죠? 주짓수 선배가 말했죠, 넌 그 괴물의 무서움을 몰라 바로 그 괴물은 25화 38화에 나왔던 종건같습니다. 왜냐하면 선글라스와 팔에 문신 체형이 비슷하죠. 박형석과 바스코가 싸워받지만 털끝하나 건들지 못하고 맞기만 했습니다. 하지만 모시고 있던 사람의 아들 홍재열을 보고 죄송하다 하겠죠. 사람들이 볼수있게 베댓으로 올려주세요...
48	주짓수가지고 따질꺼면 자고일어났더니 몸바뀌는건 왜 보나..
48	나왔다!!!!!!!!
48	여러분 재열이는 게이가 아니라 관심이 필요했던거에요 부모님은 바빠서 얼굴도 못봐 다른사람들은 벌벌 떨면사말말도 제대로 못해 친구들은 조용한 아이라고 말도 않걸어 근데 형석이 만큼은 달랐죠 인사도 해주고 자기에게 처음으로 관심을 가져준 형석이가 너무 고맙고 자기가 부자란걸 알면 형석이 마저 잃게 될까봐 부자라는 티 내지 않고 뒤에서 몰래 몰래 도와주는 거에요 얼마나 순수한 아입니까 재열이 진짜 좋은 친구네요
48	재열이는 지금까지 싸우는 컷이 한번도 안나왔습니다즉 다음화에서 반전으로 싸울일이 별로 없다는거죠 아마 저기 그 괴물의 무서움을... 일 때 검정색으로 보여줫죠?저 사람은 종건이라고 예전에 나온적잇습니다(축제편 참고) 형석이나 바스코나 간단하게 이겼죠 아마 이태성한테 당한 선배들이 종건 이라는 사람한테 알리거나 종건 이 돈을 받으러 왓다가 이태성이랑 홍재열을 만날겁니다 이태성 옷을 보고 자기 아랫사람이란걸 알고 처음에는 이태성을 도와주려하지만 홍재열을 보고 오히려 재열이를 도와줄겁니다 재열이는 자기가 모시는사람이랑 관계가 깊을거같네요 즉 다음화엔 종건 이라는 사람이 등장해서 이태성을 이길듯!!
48	。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜・。❅ ゜。゜・・❄゜별빛이내린다・。゜❅゜ ゜゜。。゜・。。。゜・ 。❄・❅゜゜・。゜・ ❄❅゜゜・。゜・・。。゜・。。。❅❅゜゜・。。゜샤라랄라랄랄라・。。。゜・❅ ゜・。❅゜ ゜。゜・・❄゜・。゜❅゜゜゜。。゜・。。。゜・。❄・❅゜゜・。❄゜・。❅゜。❄・❅゜゜。゜・ 。゜ ・。。 。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜ 。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜・。❅ ゜。゜・・❄゜별빛이내린다・。゜❅゜ ゜゜。。゜・。。。゜・ 。❄・❅゜゜・。゜・ ❄❅゜゜・。゜・・。。゜・。。。❅❅゜゜・。。゜샤라랄라랄랄라・。。。゜・❅ ゜・。❅゜ ゜。゜・・❄゜・。゜❅゜゜゜。。゜・。。。゜・。❄・❅゜゜・。❄゜・。❅゜。❄・❅゜゜。゜・ 。゜ ・。。 。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜ 。゜ ・。。゜・。❅゜゜・ 。゜・ ❄゜・。❅゜❅ ゜・。❅ ゜。゜・・❄゜별빛이내린다・。゜❅゜ ゜゜。。゜・。。。゜・ 。❄・❅゜゜・。゜・ ❄❅゜゜・。゜・・。。゜・。。。❅❅゜゜・。。゜
49	배댓되면 롤탈퇴함
49	솔직히 재열이 한쪽눈가린머리카락 벗겨질줄알았다손
49	크으 형석이 멋지다오늘도
49	설명충같지만; ㅋㅋ 재열이가쓰는 시스테마라는 기술은 러시아 특공무술입니다. 호흡,이완,움직임에기본이되야하며 동작이빠른기술로 고난이도의기술이라고도하죠. 시스테마는 러시아의 특수부대출신 이였던사람이 만들었다고하는데, 무술 전문가들에게 관심을보이는 놀라운 기술이라고 합니다. 재열이가 이 기술을 쓸줄은 정말몰랐네여 와 개멋있어 ㄷㄷ.. 우리나라에서도 배운사람이 드물다고합니다. 이렇게 열심히썻는데도 내글 묻히려나;;ㅋㅋ?
49	역시...재밌어
49	칼업뎃 감사합니다.
49	근데 아무도 마인드C 작가님이 주짓수 우승 하셨다는걸 언급 안하시네... 얼마나 힘든건데 와... 마인드C 작가 엄청나네요
49	ㅜ우우우어우어엉나왓당
49	오 몇번이나 왓다갓다했는데 드디어
49	up 안떴는데 클릭하니 나와있어서 보는 느낌이 이런거구나 ㅎ
49	나왓쪄
49	형석이가 이태성한테 자주 맞고 다녀서 이태성의 때리는 패턴을 아주 잘 알것같다.
49	25화를 보면 편의점 착한누나가 뜬금없이 노예팅에서 형석이를 500만에 주고 낙찰을 했는데요,거기서 그 여자는 '이딴 놈을 왜 지켜보라는건지'라는 말이 나옵니다 우선 그 여자는 어떤 사람이 형석이를 지켜보라고 시켰나봅니다 또 파프리카 33화에서 유이는 비지니스 건으로 스카웃을 받았는데 그건 아마도 형석이를 지켜보라고 일을 시킨듯 합니다 이유는 편의점 여자는 형석이와 같은 학교가 아니기 때문이죠 또 이번편을 보시면 편의점 여자가 중고나라 사건에서 왜 유이가 호출을 했는데 안왔냐고 말했습니다 그래서 종건은 '유이 쪽에 그놈이 있었다,회장이 지켜보라는 놈' 이라고 했는데 그 회장이 지켜보라는 놈은 형석이 입니다 왜 지켜보라는지...그건 혹시 몸이 바뀐 이유도 회장 때문이 아닐까요? 또 분홍머리가 '그 친구 제가 한번 보러가도 될까요?' 라고 했는데 51화나 52화에 분홍머리는 형석이와 만날듯 합니다
49	55화 베댓보고 26화 갔다가 다시 오신분~!ㅋㅋㅋ
49	종건이형이 매미형인가
50	아무도 50화를 축하해주지 않네요 100회까지.몸 조리 잘하시고 좋은 만화 많이 그려 쥬세요
50	솔직히 이태성 겁나맞는모습 보고싶었던사람 손
50	왜 오늘도어디선가 파블로프의개는 태어나거있다 이말에주목하는베댓이없냐 존나이걸보는 일진이나 학교에서좀나간다는애들아 보고좀반성해 니들때문에한사람인생은 나락으로떨어지고 심지어자살까지하잖아 걔네가잘못이아니라 너네가잘못인거야 니네는 멋있는게아니라 그냥 여기나오는 악역일뿐이야 제발정신좀고쳐먹어라
50	베댓 번호 뭐임..?
50	50회다작가님 웹툰 재밌게보고있어요
50	재열이 진짜사랑스럽다♡
50	왜010 860 109 이라고 했냐면 형석이가 이태성만났을때 울려퍼지는 마음의 소리라고 써저있어서 그런가봄. 하 차피 묻히겠지.....
50	'파블로프의 개'실험은 예전에 한 심리학자들과 동물행동학자들이 제시한 실험입니다. 이 실험의 이론은 바로 '조건반사'입니다. 형석이가 태성이를 보았을때 싸우겠다는 생각보단 과거, 태성이에게 지속적으로 당했던 폭력이 조건반사가 되었고 이에 따라 겁내는 듯한 반사행동이 나온것입니다. 아마 나중에 형석이는 이런 관념을 극복하고 태성이와 싸워서 이길듯하네요...힘들게 모바일로 썼는데 베댓보내주세요...ㅠㅠㅠㅠ
50	아 저 직원들 뺨을 후려 갈기고싶..
50	아니 솔직히....일부러 오염시키고 교환하는 사람이 어딨겠냐고;;;환불도 아니고;;;어차피 같은 제품으로 교환할 건데 무슨;;;
50	마지막 베댓 주작하지마라 백화점에는 총지배인이란 직책도 없고 니가 말한 날짜에 경제부 장관이 백화점에 인터뷰하러 간 기록도 없다
50	힘들게썻는데 베댓 보내다라는 베댓들 극혐 누가 길게 써 달란것도 아닌데 그냥 지가 혼자 베댓되려고 길게 쓴 거면서 베댓 보내달라하네 진짜 극혐이다. 어떻게 저런애들이 베댓이될까
50	외 작외모 가 외모지 님 외모지상 항 외모지상주 상 외모지상주의 응 외모지상주의5 원 외모지상주의50 할 외모지상주의50회 께 외모지상주의50회축 요 외모지상주의50회축하 ♥ 외모지상주의50회축하드 앞 외모지상주의50회축하드려 으 외모지상주의50회축하드려요 로 외모지상주의50회축하드려요♥ 도 외모지상주의50회축하드려요 열 외모지상주의50회축하드려 심 외모지상주의50회축하드 히 외모지상주의50회축하 연 외모지상주의50회축 재 외모지상주의50회 해 외모지상주의50 주 외모지상주의5 세 외모지상주의 요 외모지상주 !! 외모지상 축 외모지 하 외모 해 외 요 외모지상주의가 벌써 50회가 되었네요^^외모지상주의에 칼업뎃만을 기다리는게 습관이 되었네요..ㅎ외모지상주의 앞으로도 화이팅!
50	영원히 했으면 좋겠다!!
50	□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□ □□□□□■■■■■□□□□□□■■■■□□□□ □□□□□■□□□□□□□□□■□□□□■□□□ □□□□□■□□□□□□□□□■□□□□■□□□ □□□□□■□□□□□□□□□■□□□□■□□□ □□□□□■■■■■□□□□□■□□□□■□□□ □□□□□□□□□□■□□□□■□□□□■□□□ □□□□□□□□□□□■□□□■□□□□■□□□ □□□□□□□□□□□■□□□■□□□□■□□□ □□□□□□□□□□□■□□□■□□□□■□□□ □□□□□□□□□□■□□□□■□□□□■□□□ □□□□□□■■■■□□□□□□■■■■□□□□ □□□□□□□□□□□□□□□□□□□□□□□□ □□□□□□□□□□□□□□□□□□□□□□□□ 50회진심으로축하드립니다~~~~~!!!!
51	재열잌ㅋㅋ초코에몽 2개ㅋㅋㅋㄱ질투하니..?
51	초코에몽두개.주는거봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ재열이졸귀
51	팔굽혀펴기와 윗몸일으키기와 스쿼트를 100번씩, 10km조깅을 매일 꾸준히 하고, 아침은 바나나와 함께 정신수련을 위해 에어컨을 사용하지 않는다. 이 방법을 매일 꾸준히 3년씩하다보면 당신의 몸은 무적이 될 것이고, 그와 함깨 머리도 빠질 것이다 -원펀맨 사이마타-
51	아니 11한시7분이야 심하네 이양반진짜..
51	? 왜 벌써 올라와
51	바스코는 어릴적 돼지형석과 같은 대우를 받았을거라 생각합니다하지만 자존심많은 바스코는 형석이처럼 포기하지않고 마침내 자신의 몸을 단련시킨것이죠 어떤면에서보면 바스코는 형석이보다 뛰어나다고 봅니다 귀여운 면은 어릴적 공부를 거의 안했을것으로 추정 친구가 없었으니 지금의 바스코는 친구를 하나라도 잃기싫어서 친하게 지내려고 형석이에게 쪼꼬몽을 준거같고 돼지형석이 운동한다고해서 같이한이유는 어릴적 자신과 비슷해 보였을거 같았습니다 (모바일이라 힘들었음...추천좀)
51	진짜 재열이 졸라귀엽다ㅋㅋㅋㅋㅋㅋ 사랑스러울지경임
51	그 전화 보면서 기다리고있엇는데 11시 10분에 칼업뎃 ㄷ 작가님 존경합니다...ㅜㅜ
51	매일아침 팔굽혀펴기 100회 윗몸이르키 100회 스쿼트 100회 그리고 달리기 10Km 이걸 매일 반복한다 물론 하루 세끼를 꼭 챙겨 먹을것 아침은 바나나로도 괜찮다 그리고 그 정점은 정신을 달련하기 위해 여름이든 겨울이든 에어컨을 켜지 않는 것이다 처음에누 죽을 듯이 괴롭다 하루쯤은 쉴까, 라는 생각이 저절로 든다 하지만 강한 히어로가 되기위해 아무리 괴로워도 피를 토해도 매일 계속했다 다리가 무거워 움직이지 않게 되더라도 스쿼트를 하고 팔에서 우득우득 이상한 소리를 내더라도 팔굽혀펴기를 단행했다 변화를 깨달은 건 1년 반 뒤였다 난 대머리가 돼 있었다 그리고 강해져 있었다 즉, 대머리가 될 만큼 죽을 듯이 단련하는 거다 그게 강해질 유일한 방법이다 신인류니 진화니 하며 놀고 있는 니놈들은 절대 여기 도달할 수 없다 스스로 변하는 것이 인간의 강함이다! ※주 원펀맨 [3화 16:26 - 18:00 ] 460자 이상 글을...
